"","flips","player","result","change","streak","num_Make","prior_makes_3"
"61643","Miss",617,0,0,31000,0,FALSE
"61644","Make",617,1,1,31001,1,FALSE
"61645","Miss",617,0,1,31002,0,FALSE
"61646","Make",617,1,1,31003,1,FALSE
"61647","Miss",617,0,1,31004,0,FALSE
"61648","Make",617,1,1,31005,1,FALSE
"61649","Miss",617,0,1,31006,0,FALSE
"61650","Miss",617,0,0,31006,0,FALSE
"61651","Miss",617,0,0,31006,0,FALSE
"61652","Miss",617,0,0,31006,0,FALSE
"61653","Make",617,1,1,31007,1,FALSE
"61654","Make",617,1,0,31007,2,FALSE
"61655","Make",617,1,0,31007,3,FALSE
"61656","Miss",617,0,1,31008,0,TRUE
"61657","Miss",617,0,0,31008,0,FALSE
"61658","Make",617,1,1,31009,1,FALSE
"61659","Make",617,1,0,31009,2,FALSE
"61660","Make",617,1,0,31009,3,FALSE
"61661","Miss",617,0,1,31010,0,TRUE
"61662","Miss",617,0,0,31010,0,FALSE
"61663","Make",617,1,1,31011,1,FALSE
"61664","Make",617,1,0,31011,2,FALSE
"61665","Miss",617,0,1,31012,0,FALSE
"61666","Miss",617,0,0,31012,0,FALSE
"61667","Miss",617,0,0,31012,0,FALSE
"61668","Miss",617,0,0,31012,0,FALSE
"61669","Miss",617,0,0,31012,0,FALSE
"61670","Miss",617,0,0,31012,0,FALSE
"61671","Make",617,1,1,31013,1,FALSE
"61672","Make",617,1,0,31013,2,FALSE
"61673","Make",617,1,0,31013,3,FALSE
"61674","Make",617,1,0,31013,4,TRUE
"61675","Make",617,1,0,31013,5,TRUE
"61676","Make",617,1,0,31013,6,TRUE
"61677","Make",617,1,0,31013,7,TRUE
"61678","Make",617,1,0,31013,8,TRUE
"61679","Miss",617,0,1,31014,0,TRUE
"61680","Make",617,1,1,31015,1,FALSE
"61681","Miss",617,0,1,31016,0,FALSE
"61682","Miss",617,0,0,31016,0,FALSE
"61683","Make",617,1,1,31017,1,FALSE
"61684","Miss",617,0,1,31018,0,FALSE
"61685","Make",617,1,1,31019,1,FALSE
"61686","Miss",617,0,1,31020,0,FALSE
"61687","Miss",617,0,0,31020,0,FALSE
"61688","Make",617,1,1,31021,1,FALSE
"61689","Make",617,1,0,31021,2,FALSE
"61690","Make",617,1,0,31021,3,FALSE
"61691","Miss",617,0,1,31022,0,TRUE
"61692","Make",617,1,1,31023,1,FALSE
"61693","Make",617,1,0,31023,2,FALSE
"61694","Miss",617,0,1,31024,0,FALSE
"61695","Miss",617,0,0,31024,0,FALSE
"61696","Miss",617,0,0,31024,0,FALSE
"61697","Miss",617,0,0,31024,0,FALSE
"61698","Make",617,1,1,31025,1,FALSE
"61699","Miss",617,0,1,31026,0,FALSE
"61700","Make",617,1,1,31027,1,FALSE
"61701","Make",618,1,1,31028,1,FALSE
"61702","Make",618,1,0,31028,2,FALSE
"61703","Miss",618,0,1,31029,0,FALSE
"61704","Miss",618,0,0,31029,0,FALSE
"61705","Miss",618,0,0,31029,0,FALSE
"61706","Miss",618,0,0,31029,0,FALSE
"61707","Miss",618,0,0,31029,0,FALSE
"61708","Make",618,1,1,31030,1,FALSE
"61709","Make",618,1,0,31030,2,FALSE
"61710","Make",618,1,0,31030,3,FALSE
"61711","Miss",618,0,1,31031,0,TRUE
"61712","Make",618,1,1,31032,1,FALSE
"61713","Miss",618,0,1,31033,0,FALSE
"61714","Make",618,1,1,31034,1,FALSE
"61715","Make",618,1,0,31034,2,FALSE
"61716","Miss",618,0,1,31035,0,FALSE
"61717","Miss",618,0,0,31035,0,FALSE
"61718","Miss",618,0,0,31035,0,FALSE
"61719","Make",618,1,1,31036,1,FALSE
"61720","Make",618,1,0,31036,2,FALSE
"61721","Make",618,1,0,31036,3,FALSE
"61722","Make",618,1,0,31036,4,TRUE
"61723","Make",618,1,0,31036,5,TRUE
"61724","Miss",618,0,1,31037,0,TRUE
"61725","Make",618,1,1,31038,1,FALSE
"61726","Miss",618,0,1,31039,0,FALSE
"61727","Make",618,1,1,31040,1,FALSE
"61728","Make",618,1,0,31040,2,FALSE
"61729","Miss",618,0,1,31041,0,FALSE
"61730","Make",618,1,1,31042,1,FALSE
"61731","Make",618,1,0,31042,2,FALSE
"61732","Miss",618,0,1,31043,0,FALSE
"61733","Miss",618,0,0,31043,0,FALSE
"61734","Miss",618,0,0,31043,0,FALSE
"61735","Miss",618,0,0,31043,0,FALSE
"61736","Miss",618,0,0,31043,0,FALSE
"61737","Miss",618,0,0,31043,0,FALSE
"61738","Miss",618,0,0,31043,0,FALSE
"61739","Make",618,1,1,31044,1,FALSE
"61740","Make",618,1,0,31044,2,FALSE
"61741","Miss",618,0,1,31045,0,FALSE
"61742","Miss",618,0,0,31045,0,FALSE
"61743","Miss",618,0,0,31045,0,FALSE
"61744","Miss",618,0,0,31045,0,FALSE
"61745","Make",618,1,1,31046,1,FALSE
"61746","Make",618,1,0,31046,2,FALSE
"61747","Miss",618,0,1,31047,0,FALSE
"61748","Miss",618,0,0,31047,0,FALSE
"61749","Miss",618,0,0,31047,0,FALSE
"61750","Miss",618,0,0,31047,0,FALSE
"61751","Miss",618,0,0,31047,0,FALSE
"61752","Make",618,1,1,31048,1,FALSE
"61753","Make",618,1,0,31048,2,FALSE
"61754","Make",618,1,0,31048,3,FALSE
"61755","Make",618,1,0,31048,4,TRUE
"61756","Miss",618,0,1,31049,0,TRUE
"61757","Miss",618,0,0,31049,0,FALSE
"61758","Make",618,1,1,31050,1,FALSE
"61759","Miss",618,0,1,31051,0,FALSE
"61760","Make",618,1,1,31052,1,FALSE
"61761","Miss",618,0,1,31053,0,FALSE
"61762","Make",618,1,1,31054,1,FALSE
"61763","Miss",618,0,1,31055,0,FALSE
"61764","Make",618,1,1,31056,1,FALSE
"61765","Miss",618,0,1,31057,0,FALSE
"61766","Miss",618,0,0,31057,0,FALSE
"61767","Make",618,1,1,31058,1,FALSE
"61768","Miss",618,0,1,31059,0,FALSE
"61769","Miss",618,0,0,31059,0,FALSE
"61770","Make",618,1,1,31060,1,FALSE
"61771","Make",618,1,0,31060,2,FALSE
"61772","Miss",618,0,1,31061,0,FALSE
"61773","Make",618,1,1,31062,1,FALSE
"61774","Make",618,1,0,31062,2,FALSE
"61775","Make",618,1,0,31062,3,FALSE
"61776","Miss",618,0,1,31063,0,TRUE
"61777","Make",618,1,1,31064,1,FALSE
"61778","Miss",618,0,1,31065,0,FALSE
"61779","Make",618,1,1,31066,1,FALSE
"61780","Miss",618,0,1,31067,0,FALSE
"61781","Make",618,1,1,31068,1,FALSE
"61782","Miss",618,0,1,31069,0,FALSE
"61783","Make",618,1,1,31070,1,FALSE
"61784","Miss",618,0,1,31071,0,FALSE
"61785","Make",618,1,1,31072,1,FALSE
"61786","Miss",618,0,1,31073,0,FALSE
"61787","Make",618,1,1,31074,1,FALSE
"61788","Make",618,1,0,31074,2,FALSE
"61789","Miss",618,0,1,31075,0,FALSE
"61790","Miss",618,0,0,31075,0,FALSE
"61791","Miss",618,0,0,31075,0,FALSE
"61792","Miss",618,0,0,31075,0,FALSE
"61793","Miss",618,0,0,31075,0,FALSE
"61794","Miss",618,0,0,31075,0,FALSE
"61795","Make",618,1,1,31076,1,FALSE
"61796","Make",618,1,0,31076,2,FALSE
"61797","Miss",618,0,1,31077,0,FALSE
"61798","Make",618,1,1,31078,1,FALSE
"61799","Miss",618,0,1,31079,0,FALSE
"61800","Miss",618,0,0,31079,0,FALSE
"61801","Miss",619,0,1,31080,0,FALSE
"61802","Miss",619,0,0,31080,0,FALSE
"61803","Make",619,1,1,31081,1,FALSE
"61804","Miss",619,0,1,31082,0,FALSE
"61805","Make",619,1,1,31083,1,FALSE
"61806","Make",619,1,0,31083,2,FALSE
"61807","Make",619,1,0,31083,3,FALSE
"61808","Make",619,1,0,31083,4,TRUE
"61809","Miss",619,0,1,31084,0,TRUE
"61810","Make",619,1,1,31085,1,FALSE
"61811","Make",619,1,0,31085,2,FALSE
"61812","Make",619,1,0,31085,3,FALSE
"61813","Make",619,1,0,31085,4,TRUE
"61814","Miss",619,0,1,31086,0,TRUE
"61815","Make",619,1,1,31087,1,FALSE
"61816","Make",619,1,0,31087,2,FALSE
"61817","Miss",619,0,1,31088,0,FALSE
"61818","Make",619,1,1,31089,1,FALSE
"61819","Make",619,1,0,31089,2,FALSE
"61820","Make",619,1,0,31089,3,FALSE
"61821","Make",619,1,0,31089,4,TRUE
"61822","Miss",619,0,1,31090,0,TRUE
"61823","Make",619,1,1,31091,1,FALSE
"61824","Miss",619,0,1,31092,0,FALSE
"61825","Make",619,1,1,31093,1,FALSE
"61826","Miss",619,0,1,31094,0,FALSE
"61827","Make",619,1,1,31095,1,FALSE
"61828","Miss",619,0,1,31096,0,FALSE
"61829","Miss",619,0,0,31096,0,FALSE
"61830","Miss",619,0,0,31096,0,FALSE
"61831","Miss",619,0,0,31096,0,FALSE
"61832","Make",619,1,1,31097,1,FALSE
"61833","Miss",619,0,1,31098,0,FALSE
"61834","Miss",619,0,0,31098,0,FALSE
"61835","Miss",619,0,0,31098,0,FALSE
"61836","Make",619,1,1,31099,1,FALSE
"61837","Miss",619,0,1,31100,0,FALSE
"61838","Miss",619,0,0,31100,0,FALSE
"61839","Miss",619,0,0,31100,0,FALSE
"61840","Miss",619,0,0,31100,0,FALSE
"61841","Make",619,1,1,31101,1,FALSE
"61842","Make",619,1,0,31101,2,FALSE
"61843","Miss",619,0,1,31102,0,FALSE
"61844","Make",619,1,1,31103,1,FALSE
"61845","Make",619,1,0,31103,2,FALSE
"61846","Make",619,1,0,31103,3,FALSE
"61847","Make",619,1,0,31103,4,TRUE
"61848","Make",619,1,0,31103,5,TRUE
"61849","Make",619,1,0,31103,6,TRUE
"61850","Make",619,1,0,31103,7,TRUE
"61851","Make",619,1,0,31103,8,TRUE
"61852","Miss",619,0,1,31104,0,TRUE
"61853","Make",619,1,1,31105,1,FALSE
"61854","Miss",619,0,1,31106,0,FALSE
"61855","Miss",619,0,0,31106,0,FALSE
"61856","Make",619,1,1,31107,1,FALSE
"61857","Miss",619,0,1,31108,0,FALSE
"61858","Make",619,1,1,31109,1,FALSE
"61859","Miss",619,0,1,31110,0,FALSE
"61860","Miss",619,0,0,31110,0,FALSE
"61861","Miss",619,0,0,31110,0,FALSE
"61862","Miss",619,0,0,31110,0,FALSE
"61863","Miss",619,0,0,31110,0,FALSE
"61864","Make",619,1,1,31111,1,FALSE
"61865","Miss",619,0,1,31112,0,FALSE
"61866","Miss",619,0,0,31112,0,FALSE
"61867","Make",619,1,1,31113,1,FALSE
"61868","Miss",619,0,1,31114,0,FALSE
"61869","Miss",619,0,0,31114,0,FALSE
"61870","Miss",619,0,0,31114,0,FALSE
"61871","Miss",619,0,0,31114,0,FALSE
"61872","Make",619,1,1,31115,1,FALSE
"61873","Make",619,1,0,31115,2,FALSE
"61874","Make",619,1,0,31115,3,FALSE
"61875","Miss",619,0,1,31116,0,TRUE
"61876","Miss",619,0,0,31116,0,FALSE
"61877","Make",619,1,1,31117,1,FALSE
"61878","Make",619,1,0,31117,2,FALSE
"61879","Make",619,1,0,31117,3,FALSE
"61880","Make",619,1,0,31117,4,TRUE
"61881","Miss",619,0,1,31118,0,TRUE
"61882","Make",619,1,1,31119,1,FALSE
"61883","Miss",619,0,1,31120,0,FALSE
"61884","Make",619,1,1,31121,1,FALSE
"61885","Miss",619,0,1,31122,0,FALSE
"61886","Miss",619,0,0,31122,0,FALSE
"61887","Miss",619,0,0,31122,0,FALSE
"61888","Make",619,1,1,31123,1,FALSE
"61889","Make",619,1,0,31123,2,FALSE
"61890","Miss",619,0,1,31124,0,FALSE
"61891","Miss",619,0,0,31124,0,FALSE
"61892","Make",619,1,1,31125,1,FALSE
"61893","Miss",619,0,1,31126,0,FALSE
"61894","Make",619,1,1,31127,1,FALSE
"61895","Miss",619,0,1,31128,0,FALSE
"61896","Make",619,1,1,31129,1,FALSE
"61897","Miss",619,0,1,31130,0,FALSE
"61898","Make",619,1,1,31131,1,FALSE
"61899","Make",619,1,0,31131,2,FALSE
"61900","Miss",619,0,1,31132,0,FALSE
"61901","Miss",620,0,1,31133,0,FALSE
"61902","Make",620,1,1,31134,1,FALSE
"61903","Make",620,1,0,31134,2,FALSE
"61904","Make",620,1,0,31134,3,FALSE
"61905","Miss",620,0,1,31135,0,TRUE
"61906","Miss",620,0,0,31135,0,FALSE
"61907","Miss",620,0,0,31135,0,FALSE
"61908","Make",620,1,1,31136,1,FALSE
"61909","Make",620,1,0,31136,2,FALSE
"61910","Make",620,1,0,31136,3,FALSE
"61911","Make",620,1,0,31136,4,TRUE
"61912","Miss",620,0,1,31137,0,TRUE
"61913","Make",620,1,1,31138,1,FALSE
"61914","Make",620,1,0,31138,2,FALSE
"61915","Make",620,1,0,31138,3,FALSE
"61916","Miss",620,0,1,31139,0,TRUE
"61917","Make",620,1,1,31140,1,FALSE
"61918","Miss",620,0,1,31141,0,FALSE
"61919","Make",620,1,1,31142,1,FALSE
"61920","Make",620,1,0,31142,2,FALSE
"61921","Miss",620,0,1,31143,0,FALSE
"61922","Make",620,1,1,31144,1,FALSE
"61923","Make",620,1,0,31144,2,FALSE
"61924","Make",620,1,0,31144,3,FALSE
"61925","Miss",620,0,1,31145,0,TRUE
"61926","Make",620,1,1,31146,1,FALSE
"61927","Make",620,1,0,31146,2,FALSE
"61928","Miss",620,0,1,31147,0,FALSE
"61929","Make",620,1,1,31148,1,FALSE
"61930","Make",620,1,0,31148,2,FALSE
"61931","Make",620,1,0,31148,3,FALSE
"61932","Miss",620,0,1,31149,0,TRUE
"61933","Make",620,1,1,31150,1,FALSE
"61934","Make",620,1,0,31150,2,FALSE
"61935","Miss",620,0,1,31151,0,FALSE
"61936","Make",620,1,1,31152,1,FALSE
"61937","Make",620,1,0,31152,2,FALSE
"61938","Miss",620,0,1,31153,0,FALSE
"61939","Make",620,1,1,31154,1,FALSE
"61940","Make",620,1,0,31154,2,FALSE
"61941","Miss",620,0,1,31155,0,FALSE
"61942","Miss",620,0,0,31155,0,FALSE
"61943","Make",620,1,1,31156,1,FALSE
"61944","Miss",620,0,1,31157,0,FALSE
"61945","Make",620,1,1,31158,1,FALSE
"61946","Miss",620,0,1,31159,0,FALSE
"61947","Make",620,1,1,31160,1,FALSE
"61948","Make",620,1,0,31160,2,FALSE
"61949","Miss",620,0,1,31161,0,FALSE
"61950","Make",620,1,1,31162,1,FALSE
"61951","Miss",620,0,1,31163,0,FALSE
"61952","Make",620,1,1,31164,1,FALSE
"61953","Miss",620,0,1,31165,0,FALSE
"61954","Miss",620,0,0,31165,0,FALSE
"61955","Make",620,1,1,31166,1,FALSE
"61956","Miss",620,0,1,31167,0,FALSE
"61957","Miss",620,0,0,31167,0,FALSE
"61958","Make",620,1,1,31168,1,FALSE
"61959","Miss",620,0,1,31169,0,FALSE
"61960","Miss",620,0,0,31169,0,FALSE
"61961","Miss",620,0,0,31169,0,FALSE
"61962","Miss",620,0,0,31169,0,FALSE
"61963","Make",620,1,1,31170,1,FALSE
"61964","Miss",620,0,1,31171,0,FALSE
"61965","Miss",620,0,0,31171,0,FALSE
"61966","Make",620,1,1,31172,1,FALSE
"61967","Make",620,1,0,31172,2,FALSE
"61968","Make",620,1,0,31172,3,FALSE
"61969","Miss",620,0,1,31173,0,TRUE
"61970","Miss",620,0,0,31173,0,FALSE
"61971","Make",620,1,1,31174,1,FALSE
"61972","Make",620,1,0,31174,2,FALSE
"61973","Make",620,1,0,31174,3,FALSE
"61974","Make",620,1,0,31174,4,TRUE
"61975","Make",620,1,0,31174,5,TRUE
"61976","Miss",620,0,1,31175,0,TRUE
"61977","Make",620,1,1,31176,1,FALSE
"61978","Miss",620,0,1,31177,0,FALSE
"61979","Miss",620,0,0,31177,0,FALSE
"61980","Make",620,1,1,31178,1,FALSE
"61981","Make",620,1,0,31178,2,FALSE
"61982","Make",620,1,0,31178,3,FALSE
"61983","Make",620,1,0,31178,4,TRUE
"61984","Miss",620,0,1,31179,0,TRUE
"61985","Miss",620,0,0,31179,0,FALSE
"61986","Miss",620,0,0,31179,0,FALSE
"61987","Make",620,1,1,31180,1,FALSE
"61988","Make",620,1,0,31180,2,FALSE
"61989","Make",620,1,0,31180,3,FALSE
"61990","Miss",620,0,1,31181,0,TRUE
"61991","Miss",620,0,0,31181,0,FALSE
"61992","Make",620,1,1,31182,1,FALSE
"61993","Make",620,1,0,31182,2,FALSE
"61994","Miss",620,0,1,31183,0,FALSE
"61995","Miss",620,0,0,31183,0,FALSE
"61996","Make",620,1,1,31184,1,FALSE
"61997","Make",620,1,0,31184,2,FALSE
"61998","Make",620,1,0,31184,3,FALSE
"61999","Make",620,1,0,31184,4,TRUE
"62000","Miss",620,0,1,31185,0,TRUE
"62001","Make",621,1,1,31186,1,FALSE
"62002","Make",621,1,0,31186,2,FALSE
"62003","Miss",621,0,1,31187,0,FALSE
"62004","Make",621,1,1,31188,1,FALSE
"62005","Make",621,1,0,31188,2,FALSE
"62006","Make",621,1,0,31188,3,FALSE
"62007","Miss",621,0,1,31189,0,TRUE
"62008","Make",621,1,1,31190,1,FALSE
"62009","Make",621,1,0,31190,2,FALSE
"62010","Make",621,1,0,31190,3,FALSE
"62011","Miss",621,0,1,31191,0,TRUE
"62012","Miss",621,0,0,31191,0,FALSE
"62013","Make",621,1,1,31192,1,FALSE
"62014","Miss",621,0,1,31193,0,FALSE
"62015","Miss",621,0,0,31193,0,FALSE
"62016","Miss",621,0,0,31193,0,FALSE
"62017","Miss",621,0,0,31193,0,FALSE
"62018","Make",621,1,1,31194,1,FALSE
"62019","Miss",621,0,1,31195,0,FALSE
"62020","Miss",621,0,0,31195,0,FALSE
"62021","Make",621,1,1,31196,1,FALSE
"62022","Miss",621,0,1,31197,0,FALSE
"62023","Make",621,1,1,31198,1,FALSE
"62024","Make",621,1,0,31198,2,FALSE
"62025","Make",621,1,0,31198,3,FALSE
"62026","Make",621,1,0,31198,4,TRUE
"62027","Miss",621,0,1,31199,0,TRUE
"62028","Make",621,1,1,31200,1,FALSE
"62029","Miss",621,0,1,31201,0,FALSE
"62030","Miss",621,0,0,31201,0,FALSE
"62031","Make",621,1,1,31202,1,FALSE
"62032","Make",621,1,0,31202,2,FALSE
"62033","Make",621,1,0,31202,3,FALSE
"62034","Make",621,1,0,31202,4,TRUE
"62035","Miss",621,0,1,31203,0,TRUE
"62036","Miss",621,0,0,31203,0,FALSE
"62037","Make",621,1,1,31204,1,FALSE
"62038","Miss",621,0,1,31205,0,FALSE
"62039","Make",621,1,1,31206,1,FALSE
"62040","Miss",621,0,1,31207,0,FALSE
"62041","Miss",621,0,0,31207,0,FALSE
"62042","Miss",621,0,0,31207,0,FALSE
"62043","Make",621,1,1,31208,1,FALSE
"62044","Make",621,1,0,31208,2,FALSE
"62045","Make",621,1,0,31208,3,FALSE
"62046","Make",621,1,0,31208,4,TRUE
"62047","Miss",621,0,1,31209,0,TRUE
"62048","Miss",621,0,0,31209,0,FALSE
"62049","Miss",621,0,0,31209,0,FALSE
"62050","Make",621,1,1,31210,1,FALSE
"62051","Make",621,1,0,31210,2,FALSE
"62052","Miss",621,0,1,31211,0,FALSE
"62053","Make",621,1,1,31212,1,FALSE
"62054","Miss",621,0,1,31213,0,FALSE
"62055","Miss",621,0,0,31213,0,FALSE
"62056","Miss",621,0,0,31213,0,FALSE
"62057","Miss",621,0,0,31213,0,FALSE
"62058","Make",621,1,1,31214,1,FALSE
"62059","Make",621,1,0,31214,2,FALSE
"62060","Miss",621,0,1,31215,0,FALSE
"62061","Make",621,1,1,31216,1,FALSE
"62062","Make",621,1,0,31216,2,FALSE
"62063","Make",621,1,0,31216,3,FALSE
"62064","Miss",621,0,1,31217,0,TRUE
"62065","Make",621,1,1,31218,1,FALSE
"62066","Miss",621,0,1,31219,0,FALSE
"62067","Miss",621,0,0,31219,0,FALSE
"62068","Make",621,1,1,31220,1,FALSE
"62069","Miss",621,0,1,31221,0,FALSE
"62070","Miss",621,0,0,31221,0,FALSE
"62071","Make",621,1,1,31222,1,FALSE
"62072","Make",621,1,0,31222,2,FALSE
"62073","Miss",621,0,1,31223,0,FALSE
"62074","Make",621,1,1,31224,1,FALSE
"62075","Make",621,1,0,31224,2,FALSE
"62076","Miss",621,0,1,31225,0,FALSE
"62077","Miss",621,0,0,31225,0,FALSE
"62078","Miss",621,0,0,31225,0,FALSE
"62079","Miss",621,0,0,31225,0,FALSE
"62080","Make",621,1,1,31226,1,FALSE
"62081","Miss",621,0,1,31227,0,FALSE
"62082","Miss",621,0,0,31227,0,FALSE
"62083","Miss",621,0,0,31227,0,FALSE
"62084","Make",621,1,1,31228,1,FALSE
"62085","Miss",621,0,1,31229,0,FALSE
"62086","Make",621,1,1,31230,1,FALSE
"62087","Miss",621,0,1,31231,0,FALSE
"62088","Miss",621,0,0,31231,0,FALSE
"62089","Make",621,1,1,31232,1,FALSE
"62090","Miss",621,0,1,31233,0,FALSE
"62091","Make",621,1,1,31234,1,FALSE
"62092","Make",621,1,0,31234,2,FALSE
"62093","Make",621,1,0,31234,3,FALSE
"62094","Miss",621,0,1,31235,0,TRUE
"62095","Miss",621,0,0,31235,0,FALSE
"62096","Make",621,1,1,31236,1,FALSE
"62097","Miss",621,0,1,31237,0,FALSE
"62098","Make",621,1,1,31238,1,FALSE
"62099","Make",621,1,0,31238,2,FALSE
"62100","Miss",621,0,1,31239,0,FALSE
"62101","Miss",622,0,1,31240,0,FALSE
"62102","Miss",622,0,0,31240,0,FALSE
"62103","Miss",622,0,0,31240,0,FALSE
"62104","Make",622,1,1,31241,1,FALSE
"62105","Make",622,1,0,31241,2,FALSE
"62106","Make",622,1,0,31241,3,FALSE
"62107","Miss",622,0,1,31242,0,TRUE
"62108","Make",622,1,1,31243,1,FALSE
"62109","Make",622,1,0,31243,2,FALSE
"62110","Miss",622,0,1,31244,0,FALSE
"62111","Make",622,1,1,31245,1,FALSE
"62112","Make",622,1,0,31245,2,FALSE
"62113","Miss",622,0,1,31246,0,FALSE
"62114","Miss",622,0,0,31246,0,FALSE
"62115","Miss",622,0,0,31246,0,FALSE
"62116","Miss",622,0,0,31246,0,FALSE
"62117","Make",622,1,1,31247,1,FALSE
"62118","Miss",622,0,1,31248,0,FALSE
"62119","Make",622,1,1,31249,1,FALSE
"62120","Miss",622,0,1,31250,0,FALSE
"62121","Miss",622,0,0,31250,0,FALSE
"62122","Make",622,1,1,31251,1,FALSE
"62123","Miss",622,0,1,31252,0,FALSE
"62124","Make",622,1,1,31253,1,FALSE
"62125","Miss",622,0,1,31254,0,FALSE
"62126","Make",622,1,1,31255,1,FALSE
"62127","Make",622,1,0,31255,2,FALSE
"62128","Miss",622,0,1,31256,0,FALSE
"62129","Miss",622,0,0,31256,0,FALSE
"62130","Miss",622,0,0,31256,0,FALSE
"62131","Make",622,1,1,31257,1,FALSE
"62132","Miss",622,0,1,31258,0,FALSE
"62133","Miss",622,0,0,31258,0,FALSE
"62134","Make",622,1,1,31259,1,FALSE
"62135","Miss",622,0,1,31260,0,FALSE
"62136","Miss",622,0,0,31260,0,FALSE
"62137","Miss",622,0,0,31260,0,FALSE
"62138","Miss",622,0,0,31260,0,FALSE
"62139","Make",622,1,1,31261,1,FALSE
"62140","Miss",622,0,1,31262,0,FALSE
"62141","Make",622,1,1,31263,1,FALSE
"62142","Miss",622,0,1,31264,0,FALSE
"62143","Miss",622,0,0,31264,0,FALSE
"62144","Make",622,1,1,31265,1,FALSE
"62145","Make",622,1,0,31265,2,FALSE
"62146","Miss",622,0,1,31266,0,FALSE
"62147","Make",622,1,1,31267,1,FALSE
"62148","Miss",622,0,1,31268,0,FALSE
"62149","Make",622,1,1,31269,1,FALSE
"62150","Miss",622,0,1,31270,0,FALSE
"62151","Make",622,1,1,31271,1,FALSE
"62152","Miss",622,0,1,31272,0,FALSE
"62153","Make",622,1,1,31273,1,FALSE
"62154","Miss",622,0,1,31274,0,FALSE
"62155","Miss",622,0,0,31274,0,FALSE
"62156","Make",622,1,1,31275,1,FALSE
"62157","Miss",622,0,1,31276,0,FALSE
"62158","Miss",622,0,0,31276,0,FALSE
"62159","Miss",622,0,0,31276,0,FALSE
"62160","Miss",622,0,0,31276,0,FALSE
"62161","Make",622,1,1,31277,1,FALSE
"62162","Miss",622,0,1,31278,0,FALSE
"62163","Miss",622,0,0,31278,0,FALSE
"62164","Make",622,1,1,31279,1,FALSE
"62165","Miss",622,0,1,31280,0,FALSE
"62166","Miss",622,0,0,31280,0,FALSE
"62167","Make",622,1,1,31281,1,FALSE
"62168","Make",622,1,0,31281,2,FALSE
"62169","Make",622,1,0,31281,3,FALSE
"62170","Make",622,1,0,31281,4,TRUE
"62171","Miss",622,0,1,31282,0,TRUE
"62172","Make",622,1,1,31283,1,FALSE
"62173","Miss",622,0,1,31284,0,FALSE
"62174","Make",622,1,1,31285,1,FALSE
"62175","Miss",622,0,1,31286,0,FALSE
"62176","Make",622,1,1,31287,1,FALSE
"62177","Make",622,1,0,31287,2,FALSE
"62178","Miss",622,0,1,31288,0,FALSE
"62179","Miss",622,0,0,31288,0,FALSE
"62180","Make",622,1,1,31289,1,FALSE
"62181","Miss",622,0,1,31290,0,FALSE
"62182","Make",622,1,1,31291,1,FALSE
"62183","Make",622,1,0,31291,2,FALSE
"62184","Make",622,1,0,31291,3,FALSE
"62185","Make",622,1,0,31291,4,TRUE
"62186","Make",622,1,0,31291,5,TRUE
"62187","Miss",622,0,1,31292,0,TRUE
"62188","Make",622,1,1,31293,1,FALSE
"62189","Make",622,1,0,31293,2,FALSE
"62190","Make",622,1,0,31293,3,FALSE
"62191","Miss",622,0,1,31294,0,TRUE
"62192","Miss",622,0,0,31294,0,FALSE
"62193","Make",622,1,1,31295,1,FALSE
"62194","Miss",622,0,1,31296,0,FALSE
"62195","Miss",622,0,0,31296,0,FALSE
"62196","Make",622,1,1,31297,1,FALSE
"62197","Make",622,1,0,31297,2,FALSE
"62198","Make",622,1,0,31297,3,FALSE
"62199","Miss",622,0,1,31298,0,TRUE
"62200","Miss",622,0,0,31298,0,FALSE
"62201","Miss",623,0,1,31299,0,FALSE
"62202","Miss",623,0,0,31299,0,FALSE
"62203","Make",623,1,1,31300,1,FALSE
"62204","Make",623,1,0,31300,2,FALSE
"62205","Miss",623,0,1,31301,0,FALSE
"62206","Make",623,1,1,31302,1,FALSE
"62207","Make",623,1,0,31302,2,FALSE
"62208","Make",623,1,0,31302,3,FALSE
"62209","Make",623,1,0,31302,4,TRUE
"62210","Make",623,1,0,31302,5,TRUE
"62211","Miss",623,0,1,31303,0,TRUE
"62212","Miss",623,0,0,31303,0,FALSE
"62213","Make",623,1,1,31304,1,FALSE
"62214","Make",623,1,0,31304,2,FALSE
"62215","Make",623,1,0,31304,3,FALSE
"62216","Miss",623,0,1,31305,0,TRUE
"62217","Miss",623,0,0,31305,0,FALSE
"62218","Miss",623,0,0,31305,0,FALSE
"62219","Miss",623,0,0,31305,0,FALSE
"62220","Make",623,1,1,31306,1,FALSE
"62221","Miss",623,0,1,31307,0,FALSE
"62222","Make",623,1,1,31308,1,FALSE
"62223","Make",623,1,0,31308,2,FALSE
"62224","Miss",623,0,1,31309,0,FALSE
"62225","Make",623,1,1,31310,1,FALSE
"62226","Make",623,1,0,31310,2,FALSE
"62227","Make",623,1,0,31310,3,FALSE
"62228","Miss",623,0,1,31311,0,TRUE
"62229","Miss",623,0,0,31311,0,FALSE
"62230","Make",623,1,1,31312,1,FALSE
"62231","Make",623,1,0,31312,2,FALSE
"62232","Make",623,1,0,31312,3,FALSE
"62233","Make",623,1,0,31312,4,TRUE
"62234","Miss",623,0,1,31313,0,TRUE
"62235","Make",623,1,1,31314,1,FALSE
"62236","Make",623,1,0,31314,2,FALSE
